"","V1","DateTime","site","flow"
"4312",4312,"2019-11-20 19:00:00","WA_LF",0
"4313",4313,"2019-11-20 20:00:00","WA_LF",0
"4314",4314,"2019-11-20 21:00:00","WA_LF",0
"4315",4315,"2019-11-20 22:00:00","WA_LF",0
"4316",4316,"2019-11-20 23:00:00","WA_LF",0
"4317",4317,"2019-10-07 00:00:00","LW",10
"4318",4318,"2019-10-07 01:00:00","LW",10
"4319",4319,"2019-10-07 02:00:00","LW",10
"4320",4320,"2019-10-07 03:00:00","LW",10
"4321",4321,"2019-10-07 04:00:00","LW",10
"4322",4322,"2019-10-07 05:00:00","LW",10
"4323",4323,"2019-10-07 06:00:00","LW",10
"4324",4324,"2019-10-07 07:00:00","LW",10
"4325",4325,"2019-10-07 08:00:00","LW",10
"4326",4326,"2019-10-07 09:00:00","LW",10
"4327",4327,"2019-10-07 10:00:00","LW",10
"4328",4328,"2019-10-07 11:00:00","LW",10
"4329",4329,"2019-10-07 12:00:00","LW",10
"4330",4330,"2019-10-07 13:00:00","LW",10
"4331",4331,"2019-10-07 14:00:00","LW",10
"4332",4332,"2019-10-07 15:00:00","LW",10
"4333",4333,"2019-10-07 16:00:00","LW",10
"4334",4334,"2019-10-07 17:00:00","LW",10
"4335",4335,"2019-10-07 18:00:00","LW",10
"4336",4336,"2019-10-07 19:00:00","LW",10
"4337",4337,"2019-10-07 20:00:00","LW",10
"4338",4338,"2019-10-07 21:00:00","LW",10
"4339",4339,"2019-10-07 22:00:00","LW",10
"4340",4340,"2019-10-07 23:00:00","LW",10
"4341",4341,"2019-10-08 00:00:00","LW",9.9
"4342",4342,"2019-10-08 01:00:00","LW",9.9
"4343",4343,"2019-10-08 02:00:00","LW",9.9
"4344",4344,"2019-10-08 03:00:00","LW",9.9
"4345",4345,"2019-10-08 04:00:00","LW",9.9
"4346",4346,"2019-10-08 05:00:00","LW",9.9
"4347",4347,"2019-10-08 06:00:00","LW",9.9
"4348",4348,"2019-10-08 07:00:00","LW",9.9
"4349",4349,"2019-10-08 08:00:00","LW",9.9
"4350",4350,"2019-10-08 09:00:00","LW",9.9
"4351",4351,"2019-10-08 10:00:00","LW",9.9
"4352",4352,"2019-10-08 11:00:00","LW",9.9
"4353",4353,"2019-10-08 12:00:00","LW",9.9
"4354",4354,"2019-10-08 13:00:00","LW",9.9
"4355",4355,"2019-10-08 14:00:00","LW",9.9
"4356",4356,"2019-10-08 15:00:00","LW",9.9
"4357",4357,"2019-10-08 16:00:00","LW",9.9
"4358",4358,"2019-10-08 17:00:00","LW",9.9
"4359",4359,"2019-10-08 18:00:00","LW",9.9
"4360",4360,"2019-10-08 19:00:00","LW",9.9
"4361",4361,"2019-10-08 20:00:00","LW",9.9
"4362",4362,"2019-10-08 21:00:00","LW",9.9
"4363",4363,"2019-10-08 22:00:00","LW",9.9
"4364",4364,"2019-10-08 23:00:00","LW",9.9
"4365",4365,"2019-10-09 00:00:00","LW",10.03
"4366",4366,"2019-10-09 01:00:00","LW",10.03
"4367",4367,"2019-10-09 02:00:00","LW",10.03
"4368",4368,"2019-10-09 03:00:00","LW",10.03
"4369",4369,"2019-10-09 04:00:00","LW",10.03
"4370",4370,"2019-10-09 05:00:00","LW",10.03
"4371",4371,"2019-10-09 06:00:00","LW",10.03
"4372",4372,"2019-10-09 07:00:00","LW",10.03
"4373",4373,"2019-10-09 08:00:00","LW",10.03
"4374",4374,"2019-10-09 09:00:00","LW",10.03
"4375",4375,"2019-10-09 10:00:00","LW",10.03
"4376",4376,"2019-10-09 11:00:00","LW",10.03
"4377",4377,"2019-10-09 12:00:00","LW",10.03
"4378",4378,"2019-10-09 13:00:00","LW",10.03
"4379",4379,"2019-10-09 14:00:00","LW",10.03
"4380",4380,"2019-10-09 15:00:00","LW",10.03
"4381",4381,"2019-10-09 16:00:00","LW",10.03
"4382",4382,"2019-10-09 17:00:00","LW",10.03
"4383",4383,"2019-10-09 18:00:00","LW",10.03
"4384",4384,"2019-10-09 19:00:00","LW",10.03
"4385",4385,"2019-10-09 20:00:00","LW",10.03
"4386",4386,"2019-10-09 21:00:00","LW",10.03
"4387",4387,"2019-10-09 22:00:00","LW",10.03
"4388",4388,"2019-10-09 23:00:00","LW",10.03
"4389",4389,"2019-10-10 00:00:00","LW",10.01
"4390",4390,"2019-10-10 01:00:00","LW",10.01
"4391",4391,"2019-10-10 02:00:00","LW",10.01
"4392",4392,"2019-10-10 03:00:00","LW",10.01
"4393",4393,"2019-10-10 04:00:00","LW",10.01
"4394",4394,"2019-10-10 05:00:00","LW",10.01
"4395",4395,"2019-10-10 06:00:00","LW",10.01
"4396",4396,"2019-10-10 07:00:00","LW",10.01
"4397",4397,"2019-10-10 08:00:00","LW",10.01
"4398",4398,"2019-10-10 09:00:00","LW",10.01
"4399",4399,"2019-10-10 10:00:00","LW",10.01
"4400",4400,"2019-10-10 11:00:00","LW",10.01
"4401",4401,"2019-10-10 12:00:00","LW",10.01
"4402",4402,"2019-10-10 13:00:00","LW",10.01
"4403",4403,"2019-10-10 14:00:00","LW",10.01
"4404",4404,"2019-10-10 15:00:00","LW",10.01
"4405",4405,"2019-10-10 16:00:00","LW",10.01
"4406",4406,"2019-10-10 17:00:00","LW",10.01
"4407",4407,"2019-10-10 18:00:00","LW",10.01
"4408",4408,"2019-10-10 19:00:00","LW",10.01
"4409",4409,"2019-10-10 20:00:00","LW",10.01
"4410",4410,"2019-10-10 21:00:00","LW",10.01
"4411",4411,"2019-10-10 22:00:00","LW",10.01
"4412",4412,"2019-10-10 23:00:00","LW",10.01
"4413",4413,"2019-10-11 00:00:00","LW",10
"4414",4414,"2019-10-11 01:00:00","LW",10
"4415",4415,"2019-10-11 02:00:00","LW",10
"4416",4416,"2019-10-11 03:00:00","LW",10
"4417",4417,"2019-10-11 04:00:00","LW",10
"4418",4418,"2019-10-11 05:00:00","LW",10
"4419",4419,"2019-10-11 06:00:00","LW",10
"4420",4420,"2019-10-11 07:00:00","LW",10
"4421",4421,"2019-10-11 08:00:00","LW",10
"4422",4422,"2019-10-11 09:00:00","LW",10
"4423",4423,"2019-10-11 10:00:00","LW",10
"4424",4424,"2019-10-11 11:00:00","LW",10
"4425",4425,"2019-10-11 12:00:00","LW",10
"4426",4426,"2019-10-11 13:00:00","LW",10
"4427",4427,"2019-10-11 14:00:00","LW",10
"4428",4428,"2019-10-11 15:00:00","LW",10
"4429",4429,"2019-10-11 16:00:00","LW",10
"4430",4430,"2019-10-11 17:00:00","LW",10
"4431",4431,"2019-10-11 18:00:00","LW",10
"4432",4432,"2019-10-11 19:00:00","LW",10
"4433",4433,"2019-10-11 20:00:00","LW",10
"4434",4434,"2019-10-11 21:00:00","LW",10
"4435",4435,"2019-10-11 22:00:00","LW",10
"4436",4436,"2019-10-11 23:00:00","LW",10
"4437",4437,"2019-10-12 00:00:00","LW",9.94
"4438",4438,"2019-10-12 01:00:00","LW",9.94
"4439",4439,"2019-10-12 02:00:00","LW",9.94
"4440",4440,"2019-10-12 03:00:00","LW",9.94
"4441",4441,"2019-10-12 04:00:00","LW",9.94
"4442",4442,"2019-10-12 05:00:00","LW",9.94
"4443",4443,"2019-10-12 06:00:00","LW",9.94
"4444",4444,"2019-10-12 07:00:00","LW",9.94
"4445",4445,"2019-10-12 08:00:00","LW",9.94
"4446",4446,"2019-10-12 09:00:00","LW",9.94
"4447",4447,"2019-10-12 10:00:00","LW",9.94
"4448",4448,"2019-10-12 11:00:00","LW",9.94
"4449",4449,"2019-10-12 12:00:00","LW",9.94
"4450",4450,"2019-10-12 13:00:00","LW",9.94
"4451",4451,"2019-10-12 14:00:00","LW",9.94
"4452",4452,"2019-10-12 15:00:00","LW",9.94
"4453",4453,"2019-10-12 16:00:00","LW",9.94
"4454",4454,"2019-10-12 17:00:00","LW",9.94
"4455",4455,"2019-10-12 18:00:00","LW",9.94
"4456",4456,"2019-10-12 19:00:00","LW",9.94
"4457",4457,"2019-10-12 20:00:00","LW",9.94
"4458",4458,"2019-10-12 21:00:00","LW",9.94
"4459",4459,"2019-10-12 22:00:00","LW",9.94
"4460",4460,"2019-10-12 23:00:00","LW",9.94
"4461",4461,"2019-10-13 00:00:00","LW",10.02
"4462",4462,"2019-10-13 01:00:00","LW",10.02
"4463",4463,"2019-10-13 02:00:00","LW",10.02
"4464",4464,"2019-10-13 03:00:00","LW",10.02
"4465",4465,"2019-10-13 04:00:00","LW",10.02
"4466",4466,"2019-10-13 05:00:00","LW",10.02
"4467",4467,"2019-10-13 06:00:00","LW",10.02
"4468",4468,"2019-10-13 07:00:00","LW",10.02
"4469",4469,"2019-10-13 08:00:00","LW",10.02
"4470",4470,"2019-10-13 09:00:00","LW",10.02
"4471",4471,"2019-10-13 10:00:00","LW",10.02
"4472",4472,"2019-10-13 11:00:00","LW",10.02
"4473",4473,"2019-10-13 12:00:00","LW",10.02
"4474",4474,"2019-10-13 13:00:00","LW",10.02
"4475",4475,"2019-10-13 14:00:00","LW",10.02
"4476",4476,"2019-10-13 15:00:00","LW",10.02
"4477",4477,"2019-10-13 16:00:00","LW",10.02
"4478",4478,"2019-10-13 17:00:00","LW",10.02
"4479",4479,"2019-10-13 18:00:00","LW",10.02
"4480",4480,"2019-10-13 19:00:00","LW",10.02
"4481",4481,"2019-10-13 20:00:00","LW",10.02
"4482",4482,"2019-10-13 21:00:00","LW",10.02
"4483",4483,"2019-10-13 22:00:00","LW",10.02
"4484",4484,"2019-10-13 23:00:00","LW",10.02
"4485",4485,"2019-10-14 00:00:00","LW",10.01
"4486",4486,"2019-10-14 01:00:00","LW",10.01
"4487",4487,"2019-10-14 02:00:00","LW",10.01
"4488",4488,"2019-10-14 03:00:00","LW",10.01
"4489",4489,"2019-10-14 04:00:00","LW",10.01
"4490",4490,"2019-10-14 05:00:00","LW",10.01
"4491",4491,"2019-10-14 06:00:00","LW",10.01
"4492",4492,"2019-10-14 07:00:00","LW",10.01
"4493",4493,"2019-10-14 08:00:00","LW",10.01
"4494",4494,"2019-10-14 09:00:00","LW",10.01
"4495",4495,"2019-10-14 10:00:00","LW",10.01
"4496",4496,"2019-10-14 11:00:00","LW",10.01
"4497",4497,"2019-10-14 12:00:00","LW",10.01
"4498",4498,"2019-10-14 13:00:00","LW",10.01
"4499",4499,"2019-10-14 14:00:00","LW",10.01
"4500",4500,"2019-10-14 15:00:00","LW",10.01
"4501",4501,"2019-10-14 16:00:00","LW",10.01
"4502",4502,"2019-10-14 17:00:00","LW",10.01
"4503",4503,"2019-10-14 18:00:00","LW",10.01
"4504",4504,"2019-10-14 19:00:00","LW",10.01
"4505",4505,"2019-10-14 20:00:00","LW",10.01
"4506",4506,"2019-10-14 21:00:00","LW",10.01
"4507",4507,"2019-10-14 22:00:00","LW",10.01
"4508",4508,"2019-10-14 23:00:00","LW",10.01
"4509",4509,"2019-10-15 00:00:00","LW",9.43
"4510",4510,"2019-10-15 01:00:00","LW",9.43
"4511",4511,"2019-10-15 02:00:00","LW",9.43
"4512",4512,"2019-10-15 03:00:00","LW",9.43
"4513",4513,"2019-10-15 04:00:00","LW",9.43
"4514",4514,"2019-10-15 05:00:00","LW",9.43
"4515",4515,"2019-10-15 06:00:00","LW",9.43
"4516",4516,"2019-10-15 07:00:00","LW",9.43
"4517",4517,"2019-10-15 08:00:00","LW",9.43
"4518",4518,"2019-10-15 09:00:00","LW",9.43
"4519",4519,"2019-10-15 10:00:00","LW",9.43
"4520",4520,"2019-10-15 11:00:00","LW",9.43
"4521",4521,"2019-10-15 12:00:00","LW",9.43
"4522",4522,"2019-10-15 13:00:00","LW",9.43
"4523",4523,"2019-10-15 14:00:00","LW",9.43
"4524",4524,"2019-10-15 15:00:00","LW",9.43
"4525",4525,"2019-10-15 16:00:00","LW",9.43
"4526",4526,"2019-10-15 17:00:00","LW",9.43
"4527",4527,"2019-10-15 18:00:00","LW",9.43
"4528",4528,"2019-10-15 19:00:00","LW",9.43
"4529",4529,"2019-10-15 20:00:00","LW",9.43
"4530",4530,"2019-10-15 21:00:00","LW",9.43
"4531",4531,"2019-10-15 22:00:00","LW",9.43
"4532",4532,"2019-10-15 23:00:00","LW",9.43
"4533",4533,"2019-10-16 00:00:00","LW",10.01
"4534",4534,"2019-10-16 01:00:00","LW",10.01
"4535",4535,"2019-10-16 02:00:00","LW",10.01
"4536",4536,"2019-10-16 03:00:00","LW",10.01
"4537",4537,"2019-10-16 04:00:00","LW",10.01
"4538",4538,"2019-10-16 05:00:00","LW",10.01
"4539",4539,"2019-10-16 06:00:00","LW",10.01
"4540",4540,"2019-10-16 07:00:00","LW",10.01
"4541",4541,"2019-10-16 08:00:00","LW",10.01
"4542",4542,"2019-10-16 09:00:00","LW",10.01
"4543",4543,"2019-10-16 10:00:00","LW",10.01
"4544",4544,"2019-10-16 11:00:00","LW",10.01
"4545",4545,"2019-10-16 12:00:00","LW",10.01
"4546",4546,"2019-10-16 13:00:00","LW",10.01
"4547",4547,"2019-10-16 14:00:00","LW",10.01
"4548",4548,"2019-10-16 15:00:00","LW",10.01
"4549",4549,"2019-10-16 16:00:00","LW",10.01
"4550",4550,"2019-10-16 17:00:00","LW",10.01
"4551",4551,"2019-10-16 18:00:00","LW",10.01
"4552",4552,"2019-10-16 19:00:00","LW",10.01
"4553",4553,"2019-10-16 20:00:00","LW",10.01
"4554",4554,"2019-10-16 21:00:00","LW",10.01
"4555",4555,"2019-10-16 22:00:00","LW",10.01
"4556",4556,"2019-10-16 23:00:00","LW",10.01
"4557",4557,"2019-10-17 00:00:00","LW",11.25
"4558",4558,"2019-10-17 01:00:00","LW",11.25
"4559",4559,"2019-10-17 02:00:00","LW",11.25
"4560",4560,"2019-10-17 03:00:00","LW",11.25
"4561",4561,"2019-10-17 04:00:00","LW",11.25
"4562",4562,"2019-10-17 05:00:00","LW",11.25
"4563",4563,"2019-10-17 06:00:00","LW",11.25
"4564",4564,"2019-10-17 07:00:00","LW",11.25
"4565",4565,"2019-10-17 08:00:00","LW",11.25
"4566",4566,"2019-10-17 09:00:00","LW",11.25
"4567",4567,"2019-10-17 10:00:00","LW",11.25
"4568",4568,"2019-10-17 11:00:00","LW",11.25
"4569",4569,"2019-10-17 12:00:00","LW",11.25
"4570",4570,"2019-10-17 13:00:00","LW",11.25
"4571",4571,"2019-10-17 14:00:00","LW",11.25
"4572",4572,"2019-10-17 15:00:00","LW",11.25
"4573",4573,"2019-10-17 16:00:00","LW",11.25
"4574",4574,"2019-10-17 17:00:00","LW",11.25
"4575",4575,"2019-10-17 18:00:00","LW",11.25
"4576",4576,"2019-10-17 19:00:00","LW",11.25
"4577",4577,"2019-10-17 20:00:00","LW",11.25
"4578",4578,"2019-10-17 21:00:00","LW",11.25
"4579",4579,"2019-10-17 22:00:00","LW",11.25
"4580",4580,"2019-10-17 23:00:00","LW",11.25
"4581",4581,"2019-10-18 00:00:00","LW",10.03
"4582",4582,"2019-10-18 01:00:00","LW",10.03
"4583",4583,"2019-10-18 02:00:00","LW",10.03
"4584",4584,"2019-10-18 03:00:00","LW",10.03
"4585",4585,"2019-10-18 04:00:00","LW",10.03
"4586",4586,"2019-10-18 05:00:00","LW",10.03
"4587",4587,"2019-10-18 06:00:00","LW",10.03
"4588",4588,"2019-10-18 07:00:00","LW",10.03
"4589",4589,"2019-10-18 08:00:00","LW",10.03
"4590",4590,"2019-10-18 09:00:00","LW",10.03
"4591",4591,"2019-10-18 10:00:00","LW",10.03
"4592",4592,"2019-10-18 11:00:00","LW",10.03
"4593",4593,"2019-10-18 12:00:00","LW",10.03
"4594",4594,"2019-10-18 13:00:00","LW",10.03
"4595",4595,"2019-10-18 14:00:00","LW",10.03
"4596",4596,"2019-10-18 15:00:00","LW",10.03
"4597",4597,"2019-10-18 16:00:00","LW",10.03
"4598",4598,"2019-10-18 17:00:00","LW",10.03
"4599",4599,"2019-10-18 18:00:00","LW",10.03
"4600",4600,"2019-10-18 19:00:00","LW",10.03
"4601",4601,"2019-10-18 20:00:00","LW",10.03
"4602",4602,"2019-10-18 21:00:00","LW",10.03
"4603",4603,"2019-10-18 22:00:00","LW",10.03
"4604",4604,"2019-10-18 23:00:00","LW",10.03
"4605",4605,"2019-10-19 00:00:00","LW",10.51
"4606",4606,"2019-10-19 01:00:00","LW",10.51
"4607",4607,"2019-10-19 02:00:00","LW",10.51
"4608",4608,"2019-10-19 03:00:00","LW",10.51
"4609",4609,"2019-10-19 04:00:00","LW",10.51
"4610",4610,"2019-10-19 05:00:00","LW",10.51
"4611",4611,"2019-10-19 06:00:00","LW",10.51
"4612",4612,"2019-10-19 07:00:00","LW",10.51
"4613",4613,"2019-10-19 08:00:00","LW",10.51
"4614",4614,"2019-10-19 09:00:00","LW",10.51
"4615",4615,"2019-10-19 10:00:00","LW",10.51
"4616",4616,"2019-10-19 11:00:00","LW",10.51
"4617",4617,"2019-10-19 12:00:00","LW",10.51
"4618",4618,"2019-10-19 13:00:00","LW",10.51
"4619",4619,"2019-10-19 14:00:00","LW",10.51
"4620",4620,"2019-10-19 15:00:00","LW",10.51
"4621",4621,"2019-10-19 16:00:00","LW",10.51
"4622",4622,"2019-10-19 17:00:00","LW",10.51
"4623",4623,"2019-10-19 18:00:00","LW",10.51
"4624",4624,"2019-10-19 19:00:00","LW",10.51
"4625",4625,"2019-10-19 20:00:00","LW",10.51
"4626",4626,"2019-10-19 21:00:00","LW",10.51
"4627",4627,"2019-10-19 22:00:00","LW",10.51
"4628",4628,"2019-10-19 23:00:00","LW",10.51
"4629",4629,"2019-10-20 00:00:00","LW",10.23
"4630",4630,"2019-10-20 01:00:00","LW",10.23
"4631",4631,"2019-10-20 02:00:00","LW",10.23
"4632",4632,"2019-10-20 03:00:00","LW",10.23
"4633",4633,"2019-10-20 04:00:00","LW",10.23
"4634",4634,"2019-10-20 05:00:00","LW",10.23
"4635",4635,"2019-10-20 06:00:00","LW",10.23
"4636",4636,"2019-10-20 07:00:00","LW",10.23
"4637",4637,"2019-10-20 08:00:00","LW",10.23
"4638",4638,"2019-10-20 09:00:00","LW",10.23
"4639",4639,"2019-10-20 10:00:00","LW",10.23
"4640",4640,"2019-10-20 11:00:00","LW",10.23
"4641",4641,"2019-10-20 12:00:00","LW",10.23
"4642",4642,"2019-10-20 13:00:00","LW",10.23
"4643",4643,"2019-10-20 14:00:00","LW",10.23
"4644",4644,"2019-10-20 15:00:00","LW",10.23
"4645",4645,"2019-10-20 16:00:00","LW",10.23
"4646",4646,"2019-10-20 17:00:00","LW",10.23
"4647",4647,"2019-10-20 18:00:00","LW",10.23
"4648",4648,"2019-10-20 19:00:00","LW",10.23
"4649",4649,"2019-10-20 20:00:00","LW",10.23
"4650",4650,"2019-10-20 21:00:00","LW",10.23
"4651",4651,"2019-10-20 22:00:00","LW",10.23
"4652",4652,"2019-10-20 23:00:00","LW",10.23
"4653",4653,"2019-10-21 00:00:00","LW",10
"4654",4654,"2019-10-21 01:00:00","LW",10
"4655",4655,"2019-10-21 02:00:00","LW",10
"4656",4656,"2019-10-21 03:00:00","LW",10
"4657",4657,"2019-10-21 04:00:00","LW",10
"4658",4658,"2019-10-21 05:00:00","LW",10
"4659",4659,"2019-10-21 06:00:00","LW",10
"4660",4660,"2019-10-21 07:00:00","LW",10
"4661",4661,"2019-10-21 08:00:00","LW",10
"4662",4662,"2019-10-21 09:00:00","LW",10
"4663",4663,"2019-10-21 10:00:00","LW",10
"4664",4664,"2019-10-21 11:00:00","LW",10
"4665",4665,"2019-10-21 12:00:00","LW",10
"4666",4666,"2019-10-21 13:00:00","LW",10
"4667",4667,"2019-10-21 14:00:00","LW",10
"4668",4668,"2019-10-21 15:00:00","LW",10
"4669",4669,"2019-10-21 16:00:00","LW",10
"4670",4670,"2019-10-21 17:00:00","LW",10
"4671",4671,"2019-10-21 18:00:00","LW",10
"4672",4672,"2019-10-21 19:00:00","LW",10
"4673",4673,"2019-10-21 20:00:00","LW",10
"4674",4674,"2019-10-21 21:00:00","LW",10
"4675",4675,"2019-10-21 22:00:00","LW",10
"4676",4676,"2019-10-21 23:00:00","LW",10
"4677",4677,"2019-10-22 00:00:00","LW",9.86
"4678",4678,"2019-10-22 01:00:00","LW",9.86
"4679",4679,"2019-10-22 02:00:00","LW",9.86
"4680",4680,"2019-10-22 03:00:00","LW",9.86
"4681",4681,"2019-10-22 04:00:00","LW",9.86
"4682",4682,"2019-10-22 05:00:00","LW",9.86
"4683",4683,"2019-10-22 06:00:00","LW",9.86
"4684",4684,"2019-10-22 07:00:00","LW",9.86
"4685",4685,"2019-10-22 08:00:00","LW",9.86
"4686",4686,"2019-10-22 09:00:00","LW",9.86
"4687",4687,"2019-10-22 10:00:00","LW",9.86
"4688",4688,"2019-10-22 11:00:00","LW",9.86
"4689",4689,"2019-10-22 12:00:00","LW",9.86
"4690",4690,"2019-10-22 13:00:00","LW",9.86
"4691",4691,"2019-10-22 14:00:00","LW",9.86
"4692",4692,"2019-10-22 15:00:00","LW",9.86
"4693",4693,"2019-10-22 16:00:00","LW",9.86
"4694",4694,"2019-10-22 17:00:00","LW",9.86
"4695",4695,"2019-10-22 18:00:00","LW",9.86
"4696",4696,"2019-10-22 19:00:00","LW",9.86
"4697",4697,"2019-10-22 20:00:00","LW",9.86
"4698",4698,"2019-10-22 21:00:00","LW",9.86
"4699",4699,"2019-10-22 22:00:00","LW",9.86
"4700",4700,"2019-10-22 23:00:00","LW",9.86
"4701",4701,"2019-10-23 00:00:00","LW",10.11
"4702",4702,"2019-10-23 01:00:00","LW",10.11
"4703",4703,"2019-10-23 02:00:00","LW",10.11
"4704",4704,"2019-10-23 03:00:00","LW",10.11
"4705",4705,"2019-10-23 04:00:00","LW",10.11
"4706",4706,"2019-10-23 05:00:00","LW",10.11
"4707",4707,"2019-10-23 06:00:00","LW",10.11
"4708",4708,"2019-10-23 07:00:00","LW",10.11
"4709",4709,"2019-10-23 08:00:00","LW",10.11
"4710",4710,"2019-10-23 09:00:00","LW",10.11
"4711",4711,"2019-10-23 10:00:00","LW",10.11
"4712",4712,"2019-10-23 11:00:00","LW",10.11
"4713",4713,"2019-10-23 12:00:00","LW",10.11
"4714",4714,"2019-10-23 13:00:00","LW",10.11
"4715",4715,"2019-10-23 14:00:00","LW",10.11
"4716",4716,"2019-10-23 15:00:00","LW",10.11
"4717",4717,"2019-10-23 16:00:00","LW",10.11
"4718",4718,"2019-10-23 17:00:00","LW",10.11
"4719",4719,"2019-10-23 18:00:00","LW",10.11
"4720",4720,"2019-10-23 19:00:00","LW",10.11
"4721",4721,"2019-10-23 20:00:00","LW",10.11
"4722",4722,"2019-10-23 21:00:00","LW",10.11
"4723",4723,"2019-10-23 22:00:00","LW",10.11
"4724",4724,"2019-10-23 23:00:00","LW",10.11
"4725",4725,"2019-10-24 00:00:00","LW",10.45
"4726",4726,"2019-10-24 01:00:00","LW",10.45
"4727",4727,"2019-10-24 02:00:00","LW",10.45
"4728",4728,"2019-10-24 03:00:00","LW",10.45
"4729",4729,"2019-10-24 04:00:00","LW",10.45
"4730",4730,"2019-10-24 05:00:00","LW",10.45
"4731",4731,"2019-10-24 06:00:00","LW",10.45
"4732",4732,"2019-10-24 07:00:00","LW",10.45
"4733",4733,"2019-10-24 08:00:00","LW",10.45
"4734",4734,"2019-10-24 09:00:00","LW",10.45
"4735",4735,"2019-10-24 10:00:00","LW",10.45
"4736",4736,"2019-10-24 11:00:00","LW",10.45
"4737",4737,"2019-10-24 12:00:00","LW",10.45
"4738",4738,"2019-10-24 13:00:00","LW",10.45
"4739",4739,"2019-10-24 14:00:00","LW",10.45
"4740",4740,"2019-10-24 15:00:00","LW",10.45
"4741",4741,"2019-10-24 16:00:00","LW",10.45
"4742",4742,"2019-10-24 17:00:00","LW",10.45
"4743",4743,"2019-10-24 18:00:00","LW",10.45
"4744",4744,"2019-10-24 19:00:00","LW",10.45
"4745",4745,"2019-10-24 20:00:00","LW",10.45
"4746",4746,"2019-10-24 21:00:00","LW",10.45
"4747",4747,"2019-10-24 22:00:00","LW",10.45
"4748",4748,"2019-10-24 23:00:00","LW",10.45
"4749",4749,"2019-10-25 00:00:00","LW",10.87
"4750",4750,"2019-10-25 01:00:00","LW",10.87
"4751",4751,"2019-10-25 02:00:00","LW",10.87
"4752",4752,"2019-10-25 03:00:00","LW",10.87
"4753",4753,"2019-10-25 04:00:00","LW",10.87
"4754",4754,"2019-10-25 05:00:00","LW",10.87
"4755",4755,"2019-10-25 06:00:00","LW",10.87
"4756",4756,"2019-10-25 07:00:00","LW",10.87
"4757",4757,"2019-10-25 08:00:00","LW",10.87
"4758",4758,"2019-10-25 09:00:00","LW",10.87
"4759",4759,"2019-10-25 10:00:00","LW",10.87
"4760",4760,"2019-10-25 11:00:00","LW",10.87
"4761",4761,"2019-10-25 12:00:00","LW",10.87
"4762",4762,"2019-10-25 13:00:00","LW",10.87
"4763",4763,"2019-10-25 14:00:00","LW",10.87
"4764",4764,"2019-10-25 15:00:00","LW",10.87
"4765",4765,"2019-10-25 16:00:00","LW",10.87
"4766",4766,"2019-10-25 17:00:00","LW",10.87
"4767",4767,"2019-10-25 18:00:00","LW",10.87
"4768",4768,"2019-10-25 19:00:00","LW",10.87
"4769",4769,"2019-10-25 20:00:00","LW",10.87
"4770",4770,"2019-10-25 21:00:00","LW",10.87
"4771",4771,"2019-10-25 22:00:00","LW",10.87
"4772",4772,"2019-10-25 23:00:00","LW",10.87
"4773",4773,"2019-10-26 00:00:00","LW",10.3
"4774",4774,"2019-10-26 01:00:00","LW",10.3
"4775",4775,"2019-10-26 02:00:00","LW",10.3
"4776",4776,"2019-10-26 03:00:00","LW",10.3
"4777",4777,"2019-10-26 04:00:00","LW",10.3
"4778",4778,"2019-10-26 05:00:00","LW",10.3
"4779",4779,"2019-10-26 06:00:00","LW",10.3
"4780",4780,"2019-10-26 07:00:00","LW",10.3
"4781",4781,"2019-10-26 08:00:00","LW",10.3
"4782",4782,"2019-10-26 09:00:00","LW",10.3
"4783",4783,"2019-10-26 10:00:00","LW",10.3
"4784",4784,"2019-10-26 11:00:00","LW",10.3
"4785",4785,"2019-10-26 12:00:00","LW",10.3
"4786",4786,"2019-10-26 13:00:00","LW",10.3
"4787",4787,"2019-10-26 14:00:00","LW",10.3
"4788",4788,"2019-10-26 15:00:00","LW",10.3
"4789",4789,"2019-10-26 16:00:00","LW",10.3
"4790",4790,"2019-10-26 17:00:00","LW",10.3
"4791",4791,"2019-10-26 18:00:00","LW",10.3
"4792",4792,"2019-10-26 19:00:00","LW",10.3
"4793",4793,"2019-10-26 20:00:00","LW",10.3
"4794",4794,"2019-10-26 21:00:00","LW",10.3
"4795",4795,"2019-10-26 22:00:00","LW",10.3
"4796",4796,"2019-10-26 23:00:00","LW",10.3
"4797",4797,"2019-10-27 00:00:00","LW",10.32
"4798",4798,"2019-10-27 01:00:00","LW",10.32
"4799",4799,"2019-10-27 02:00:00","LW",10.32
"4800",4800,"2019-10-27 03:00:00","LW",10.32
"4801",4801,"2019-10-27 04:00:00","LW",10.32
"4802",4802,"2019-10-27 05:00:00","LW",10.32
"4803",4803,"2019-10-27 06:00:00","LW",10.32
"4804",4804,"2019-10-27 07:00:00","LW",10.32
"4805",4805,"2019-10-27 08:00:00","LW",10.32
"4806",4806,"2019-10-27 09:00:00","LW",10.32
"4807",4807,"2019-10-27 10:00:00","LW",10.32
"4808",4808,"2019-10-27 11:00:00","LW",10.32
"4809",4809,"2019-10-27 12:00:00","LW",10.32
"4810",4810,"2019-10-27 13:00:00","LW",10.32
"4811",4811,"2019-10-27 14:00:00","LW",10.32
"4812",4812,"2019-10-27 15:00:00","LW",10.32
"4813",4813,"2019-10-27 16:00:00","LW",10.32
"4814",4814,"2019-10-27 17:00:00","LW",10.32
"4815",4815,"2019-10-27 18:00:00","LW",10.32
